Cliente,Producto,SKU,Fecha de creación (PST),Estado de la suscripción,Plan de pago,Fecha de renovación (PST),Licencias asignadas,Licencias compradas,ID único de cliente,ID de Cloud Identity,ID de aprovisionamiento
escolaramoncasas.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SSLyZiKRv6u4Ck,C00hib8no,3326135921
escolardenya.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SO1vurT6hJYYci,C04eapl6n,3333094043
escolareixac.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SbTpY3MPHszS7c,C04k8l0g9,3325731525
escolarellinars.cat,Google Workspace,Google Workspace for Education Fundamentals,14 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SshTTwbosG4JJJ,C043aw9si,3391102926
escolaremolins.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SJXheTVjOMATap,C02q2t8ih,3354591300
escolarenaixenca.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Svbai24pe2kWaz,C0153hagg,3345499058
escolariudor.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SlJv0U4Br914uq,C049z5nk6,3345464559
escolarocblanc.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SZarrx3YkdE45A,C03qo0z3t,3325830458
escolarosaoriol.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SFB8EVsRwsnrFK,C02lnth4s,3354820268
escolarosercapdevila.com,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SymgrmQ9O9sNeI,C03617ohi,3354517284
escolasaavedra.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SQTQxBMaIV3BxO,C03wyp3up,3354330866
escolasalarich.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SBtO8G3dK8EB27,C024rnf6w,3333115381
escolasalou.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SDsyBdiUy4IOZ3,C01wj6pc3,3326032395
escolasalvadorespriu.cat,Google Workspace,Google Workspace for Education Fundamentals,20 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SOArKPnrhUui5N,C01ffvru5,3407260546
escolasalvadorlluch.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SdyBxXxjpY98jP,C03wx2lx0,3354899292
escolasantaagnes.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SUjpaW8ajS8hjS,C01xox0d7,3326298538
escolasantaanna.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sc00vszTrMEmyA,C04djqniw,3345735954
escolasantacoloma.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SSe3p3aDOa2Kba,C03qh3aij,3326344302
escolasantaeulaliaberga.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SWtjb1v94dGh7I,C0367raku,3351711428
escolasantamarina.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SMjIiUN1in8IHc,C0234jyk3,3325402335
escolasantantoni.cat,Google Workspace,Google Workspace for Education Fundamentals,20 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SR36Ue6WVYDp2u,C046xui65,3406986879
escolasantbernatcalvo.com,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S797YXCAH5U8S5,C037ehc11,3333137123
escolasantcristofol.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SXA9mO47t1DtDZ,C00lvqtco,3326192522
escolasantcristofor.org,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SOFINkjdgeJ4oY,C032gabc9,3326165804
escolasantdomenec.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SuO9KSfKJYXqod,C00kie9i1,3326046080
escolasantjordi.net,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SE8iDKLnOg6oGE,C048rgou2,3326431313
escolasantjordidesvalls.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SwZOvqZONjKxHh,C0476le5z,3325938844
escolasantjordivng.cat,Google Workspace,Google Workspace for Education Fundamentals,13 de noviembre de 2022,Activa,Free Plan,-,0,2000000,SHhWDGH8IxvIIW,C012ztey7,4592742038
escolasantllatzer.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SFWThxlrwvnHNt,C03wyyj7d,3325739420
escolasantmarcbassacs.cat,-,-,-,-,-,-,0,0,SVNXtnP8UM6iML,C0467hs9q,-
escolasantpau.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SQCkpNOkyC9fOV,C01brdewv,3332892696
escolasantsalvador.org,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SYarGBLfeBLYvn,C035eoic3,3325979160
escolasantsebastia.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sw8gUtfizBbOVl,C02xhp6vj,3326336993
escolasantvicenc.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SPeGhMFpKFoFvt,C03okvd0l,3328974453
escolasentfores.cat,Google Workspace,Google Workspace for Education Fundamentals,17 de diciembre de 2021,Activa,Free Plan,-,0,2000000,ScE4LtXJ1vTHPK,C00stfwao,3400758080
escolasetelsis.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SzsrW8ATsCua17,C031umc9q,3357585430
escolasimeorabasa.net,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SBjsyzHBuRWOQU,C01kakxsc,3395172363
escolasinera.com,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Scnq6X8NFuRuHE,C02vkwy77,3354715351
escolasmcros.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SJnsYKsqO0hFBq,C03jx3mw8,3325866202
escolasplai.cat,Google Workspace,Google Workspace for Education Fundamentals,30 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SFVujJxwS6pHKe,C01l7efot,3347847312
escolasrc.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SZEtSb97HniDaw,C0137554f,3326207343
escolassumpcio.com,Google Workspace,Google Workspace for Education Fundamentals,2 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S96477Dq43oxFK,C04ekudrg,3262445372
escolastamargarida.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SazAXHLDcrJpJW,C02sv5u1l,3324676894
escolataiala.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SJKM5PnVrLe1TU,C04ib393i,3326024810
escolatanit.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SshoNDB0bXEobC,C042aa2se,3351894707
escolataquigrafgarriga.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S4b5avfdTy45R2,C018dkrma,3326343451
escolatiana.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SGJAbqhe1gRfPL,C01j4f7i9,3354183522
escolatibidabo.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SMAwJUvFP1SoDL,C025yex6n,3325969605
escolatomasraguer.cat,-,-,-,-,-,-,0,0,SWV0rIzpqwX9iu,C03tidb1i,-
escolatorrebarona.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SthuDq4ficIRxb,C01y5wa3h,3352097086
escolatorrellauder.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SI6E8eUfAQQIoJ,C01zirujg,3329279336
escolatorrentdenmelis.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S9zl1MbDEei7CV,C04777w50,3336059656
escolatrentapasses.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SH2D98uteSWN5x,C01ghabr8,3325954002
escolaturo.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SZPa5lUNFbT0n0,C02o6lbse,3325984625
escolaulldecona.cat,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SwjhoBLpsUTbRc,C02pzwd1m,3354751252
escolaunivers.cat,Google Workspace,Google Workspace for Education Fundamentals,11 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SMLxDvmxMKkk6Z,C025cnhaa,2278613376
escolavalldaro.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sw8ySv7tls4OIf,C02o0pz2w,3351706511
escolavallfogona.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,STQL2jHmRFrBgz,C00k4d7by,3345407840
escolavallgorguina.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SM7BkrgEQq4aei,C025lw2a6,3354352509
escolaverd.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sf4iwWho3nUVYe,C0420n81g,3347794386
escolaverdaguerprat.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,St8wtnpr5zxMzl,C01wqctfk,3328985755
escolavicenteferrer.com,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S4Qn8hD9KChLyv,C04awgjie,3354333028
escolavirolet.com,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SKhpEzTm7VgDbK,C00oclfe1,3345486356
escolavolerany.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SbzFibycGv6Ss0,C00tdehvp,3358580527
escolaxirinacs.cat,-,-,-,-,-,-,0,0,SCvTaP4jb3TCXa,C031ijgdn,-
escolaxoriguer.cat,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SJ7dQlC2W0F293,C02863n77,3397912702
escverntallat.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Scjd2QriWVcPHz,C0111rsfm,3326233029
esmc.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SRKtJzKoLpE6mr,C02uoefr0,3324779068
espai3.cat,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SLF7CGm0wt6Qgp,C010nj3x7,3354955681
espriuescola.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SzXEgw9ETTXi2n,C016knrav,3329323888
espriumontgat.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SDyqsCIyPF4AKo,C00q5rn0b,3354593964
estalella.cat,Google Workspace,Google Workspace for Education Fundamentals,20 de enero de 2022,Activa,Free Plan,-,0,2000000,SzyrfyBjxZ0WRR,C00m73jxj,3490473736
estevebarrachina.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SHSKapW29Z52fv,C03hjftz5,3351697123
estevets.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SITdfuKd8U41f9,C019u6lkk,3351829210
estudialejandrocasona.com,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sco7l7zDUNg9Wp,C01j7sri4,3397568355
fanalsdaro.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S6PKGRXarLLHxS,C015lu5t4,3329056471
feive.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sxt3TWLwATyzTX,C03v1yr0z,3326218157
ferranclua.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SlHEHZkrA28YQu,C03dwadtm,3325997028
folchihospi.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S9xzIKqZK85CVn,C019ocoq3,3326042172
fontfreda.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S3nq36Ck5DhWL9,C03qytefx,3351920916
forndanells.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SqNvMNxtqruBHj,C013ywfol,3328775132
fructuosgelabert.cat,Google Workspace for Education,Google Workspace for Education Plus - Legacy,7 de diciembre de 2021,Activa,Flexible Plan,-,0,1000000,SYWbcGu5BU4mEy,C027zwqm6,3369597290
fructuosgelabert.cat,Google Workspace,Google Workspace for Education Fundamentals,7 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SYWbcGu5BU4mEy,C027zwqm6,3369597263
gabrielcastella.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sq1W6B8O2mGHNl,C01wat7p7,3351083231
garciafossas.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SRuGpJJxrtKeTo,C04brukq5,3325845765
garcialorcamontbui.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SlOdrjm4GWtSIK,C01otnkot,3352237620
gaspardequeralt.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SgOm179ipGyPSz,C04brwk8k,3325924124
gaziel.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SxcDWlB0Me3N2b,C00i0d4l1,3325592611
gdl.cat,Google Workspace,Google Workspace for Education Fundamentals,8 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S1isVN9AjoFcsy,C01ikq1z9,3374962456
generalprim.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SlpyKmOz7NESxd,C04eg4aqr,3345407817
gerbert.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SfuLMmWJkP3Hp6,C02izdjq5,2411467430
germanesbertomeu.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SUosHmSUgKk16J,C03rpnzb8,3326103502
gueraudejorba.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SuyInDcm52GH9s,C03dsj7fp,3326043172
guillemdemontgri.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SLyVro8mGwziDA,C04h9bukw,3326069974
heroisdelbruc.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SDmOp9Ryk7039D,C019lkp3q,3345636125
iam.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SLq8U4XC8Oh5Jm,C041fbvis,2411409579
ibanus.cat,Google Workspace,Google Workspace for Education Fundamentals,8 de febrero de 2021,Activa,Free Plan,-,0,2000000,SdYY74pczcEhGV,C036zkr8u,2465665911
icalgravat.net,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SS4ZmApYAl46wF,C01xldj8j,2228327733
ie-gornal.cat,Google Workspace,Google Workspace for Education Fundamentals,14 de enero de 2021,Activa,Free Plan,-,0,2000000,SqRSzIuhF6IngK,C03wbkif5,2372487674
ie-josepmxandri.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SNPasPKsg2p9kw,C01juhngq,3354571865
ie-martamata.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de febrero de 2021,Activa,Free Plan,-,0,2000000,S0on1Iyzi9kCEK,C04fzg1ab,2437733551
ieaoriolmartorell.cat,Google Workspace,Google Workspace for Education Fundamentals,7 de diciembre de 2020,Activa,Free Plan,-,0,2000000,S9dvSz8snaosd2,C02jeufr3,2261562988
iearts.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SvPY0bU8refIcF,C01g6m4vs,3354767647
iebalsareny.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S2FWN3Y0CMxFbe,C02nqynsd,3325866476
iebarnola.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SZvNln0p9rTKSW,C03zv0n9i,3325912311
iebesalu.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de enero de 2021,Activa,Free Plan,-,0,2000000,SWsL7edyjZDXNs,C01qen87a,2366226614
iecastell.cat,Google Workspace,Google Workspace for Education Fundamentals,28 de enero de 2021,Activa,Free Plan,-,0,2000000,SRWenGWN3GafeF,C00rwir1q,2424135741
iedanielmangrane.cat,Google Workspace,Google Workspace for Education Fundamentals,13 de enero de 2021,Activa,Free Plan,-,0,2000000,SVwZPm3RsrUvH6,C044684xe,2368087171
iefrancesccambo.cat,Google Workspace,Google Workspace for Education Fundamentals,19 de enero de 2021,Activa,Free Plan,-,0,2000000,SvWKz7V3EOpns8,C03epucxs,2391457533
iegreda.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SVRoW48TxL4qTY,C04e7t9dg,3325929327
ielatordera.net,-,-,-,-,-,-,0,0,StlgQE6PohR8wP,C03stropb,-
ielesvinyes.net,-,-,-,-,-,-,0,0,SB6Uv28nV3BJrB,C0295h05b,-
iemontagut.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SumTvjcPidR6x2,C02kxt0lt,3329216204
iemontsant.cat,Google Workspace,Google Workspace for Education Fundamentals,14 de enero de 2021,Activa,Free Plan,-,0,2000000,SoZ9htaAH7NeLr,C03ebhtra,2372807606
iemossencinto.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SJRtmObW5XRPFD,C00pi828g,3326054916
iepiera.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S0bGJFHnySF3Cs,C02ylfua4,3357400406
iepigros.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,ScHFi743hYBHst,C025e9nhy,3351983418
iepladelavella.cat,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SgZBPEovCJhfZl,C02qvvwgp,3397398557
iepompeufabra.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sb4ABxpZwNX7nV,C03njb0ex,3358037061
ieportalbatea.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de enero de 2021,Activa,Free Plan,-,0,2000000,SaxxOtcXsC7c9A,C00srty1h,2365241004
iernestlluch.cat,Google Workspace,Google Workspace for Education Fundamentals,6 de febrero de 2021,Activa,Free Plan,-,0,2000000,S608a4Tu6br3cH,C00hrj0k7,2457782471
iesacumella.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de noviembre de 2020,Activa,Free Plan,-,0,2000000,SOPw7A1PC5c516,C044zc49l,2170147044
iesantjordi.es,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SGMf8pOtuqITrC,C01kfacms,3324676166
iesantquinti.com,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SSCd3EjiLy4XnQ,C01rekyhy,3355638906
iesbalaguer.cat,Google Workspace,Google Workspace for Education Fundamentals,7 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SCGIsz6kAk5493,C02wcu546,2261594305
iescarlesrahola.net,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SDLFeUATyf6QDO,C01zc6jvv,2233018073
iesdeltebre.net,Google Workspace,Google Workspace for Education Fundamentals,19 de enero de 2021,Activa,Free Plan,-,0,2000000,S2GIB4vhwSCrPI,C04avud9o,2391669158
ieselcastell.net,Google Workspace,Google Workspace for Education Fundamentals,12 de noviembre de 2020,Activa,Free Plan,-,0,2000000,S5Pz98ZZHO8N7k,C02diq1ua,2170196184
iesgelida.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SKVonQhO5CjKQp,C00hyme3c,2411239479
iesjoandaustria.org,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SgSYw3bSeYR8QX,C011m3q75,2411327875
ieslaferreria.net,-,-,-,-,-,-,0,0,STdqkfWjvKVif7,C02rldb0t,-
ieslagarrotxa.cat,-,-,-,-,-,-,0,0,Ssv3PMZnp148ns,C0403absv,-
iesllavaneres.org,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SKA17RW2Xsr9gX,C041qovkb,2411429007
iesmigmon.org,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2020,Activa,Free Plan,-,0,2000000,S8NnpHokiIWpb8,C01m4b6d1,2228622430
iesmolidelavila.cat,-,-,-,-,-,-,0,0,S6o3YabJOwBi9K,C04jmzo8b,-
iesnumancia.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de enero de 2021,Activa,Free Plan,-,0,2000000,SiT4t2NSzEFG8x,C01dv800k,2365373428
iesrocagrossa.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SKBNumVKhBIsuR,C01xlyx2z,2411239491
iesvalldemossa.net,Google Workspace,Google Workspace for Education Fundamentals,6 de febrero de 2021,Activa,Free Plan,-,0,2000000,SQXcLUl8It60nV,C02dpk6ps,2457583425
iesvalltenes.cat,Google Workspace,Google Workspace for Education Fundamentals,19 de enero de 2021,Activa,Free Plan,-,0,2000000,SBEvjwxP7PlCOW,C048tdmkx,2391500968
ieteresaaltet.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SfR5NYlEnwAgOr,C04kanfxt,3326337106
ietn.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de febrero de 2021,Activa,Free Plan,-,0,2000000,SXxdUVX11pSm8I,C01ztb16y,2437517507
ieturoderoquetes.cat,Google Workspace,Google Workspace for Education Fundamentals,30 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S8TXb9v5m46JcO,C00tipe9d,3348200975
ievalldelord.cat,Google Workspace,Google Workspace for Education Fundamentals,2 de junio de 2021,Activa,Free Plan,-,0,2000000,SqqpPDJI5hqi0G,C01g9akvu,2839508315
ignasiiglesias.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SrqGGVtU2JVxIY,C04kwq7s7,3329217509
ilasedeta.cat,-,-,-,-,-,-,0,0,SaOJY6JN8XFtPh,C01fn631d,-
illobregat.cat,Google Workspace,Google Workspace for Education Fundamentals,28 de enero de 2021,Activa,Free Plan,-,0,2000000,SiMgFeFqeahizp,C035x5oen,2423895861
illuisvives.cat,-,-,-,-,-,-,0,0,SFh7foVutlKiUv,C00sgtyid,-
imontbui.org,-,-,-,-,-,-,0,0,SFYr8udzKILxih,C00gsa1z3,-
ins-josepvallverdu.cat,Google Workspace,Google Workspace for Education Fundamentals,20 de enero de 2021,Activa,Free Plan,-,0,2000000,S0YpUIPab5fEWh,C04jnqgwo,2394100890
ins-santelm.com,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2020,Activa,Free Plan,-,0,2000000,S03arejlOfUW0s,C00x9s2ai,2228518518
insaiguaviva.org,Google Workspace,Google Workspace for Education Fundamentals,11 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SFLz0WDQCEQXxY,C03gylh05,2278485176
insangeletaferrer.com,-,-,-,-,-,-,0,0,SdG1C8jo7GO0p6,C03gws6l7,-
insbaixemporda.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de enero de 2021,Activa,Free Plan,-,0,2000000,SL26gUvkxjrBq0,C02tseh3i,2365623105
insbde.net,-,-,-,-,-,-,0,0,SWR3jfMK3foddy,C032dil97,-
insbitacola.cat,-,-,-,-,-,-,0,0,SGnr5TicqszqOn,C02gzfdeu,-
insboscmontjuic.com,Google Workspace,Google Workspace for Education Fundamentals,17 de noviembre de 2020,Activa,Free Plan,-,0,2000000,S3rGJ07sUzP2lC,C021nwi8f,2183519358
insbruguers.cat,Google Workspace,Google Workspace for Education Fundamentals,14 de enero de 2021,Activa,Free Plan,-,0,2000000,SKfsgSjZkiPgXB,C02kc1rba,2372470913
insbrugulat.cat,Google Workspace,Google Workspace for Education Fundamentals,19 de enero de 2021,Activa,Free Plan,-,0,2000000,SDOrW2QHwdIt2y,C03rp6023,2391827911
inscabrils.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de enero de 2021,Activa,Free Plan,-,0,2000000,SwwxNSHTAMObwW,C00ri23sk,2411388988
inscalarnus.cat,-,-,-,-,-,-,0,0,SSR75EFnepg583,C010w6p0x,-
