Cliente,Producto,SKU,Fecha de creación (PST),Estado de la suscripción,Plan de pago,Fecha de renovación (PST),Licencias asignadas,Licencias compradas,ID único de cliente,ID de Cloud Identity,ID de aprovisionamiento
escoladoctortrueta.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SCTFGqwpxKKeen,C00s52hgt,3325855946
escoladolorsmarti.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S6xv8N7wjkmK0A,C04ab52no,3354688173
escoladomeny.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SPLDx50edJDpoT,C048hfmk6,3345512693
escoladovella.cat,Google Workspace,Google Workspace for Education Fundamentals,27 de noviembre de 2020,Activa,Free Plan,-,0,2000000,S6eloPBaYZj5uI,C03tjk7sx,2217341114
escolaeduardtoda.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SmCcTOqOwcnRnm,C015zzc2p,3333278261
escolaelbruc.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SITrbIKkyCvoZd,C01lmoife,3325924607
escolaelbrucriells.cat,Google Workspace,Google Workspace for Education Fundamentals,18 de octubre de 2022,Activa,Free Plan,-,0,2000000,SuatJIgWipE9pf,C03l9y2i4,4506239768
escolaelcim.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SMFYSzJtnTfOzU,C01mwa4qr,3326225329
escolaelcolomer.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SNJ74PWhNr2jt0,C03x2bq4p,3351998084
escolaelcorb.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sk51Y8g2LKGLu4,C02ep7401,3326451542
escolaeldofi.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SQHSWiorvyXTnr,C02ytb64y,3327851600
escolaelfar.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SUkbXmUpS0bloG,C01afs9ji,3329083931
escolaelgegantdelrec.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SHiDf1j2Dohb1Q,C01halsdn,3352021519
escolaelisabadia.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SlmfLVxThVGns3,C02k6b3w9,3325844480
escolaelisenda.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Srv0JwZTS3eujO,C040knzo2,3325732842
escolaelmorrot.cat,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SjxYeQ5ZAbvCNz,C041eizmt,3394467230
escolaelmorsell.cat,-,-,-,-,-,-,0,0,SC5afjMW4ieGl4,C02hyhaqp,-
escolaelpla.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SYQoQTc3Ho7wo8,C04hbf7kx,3351507464
escolaelsagrer.cat,-,-,-,-,-,-,0,0,SJp8QTu9S9uVWV,C01djd7am,-
escolaelsarenys.cat,Google Workspace,Google Workspace for Education Fundamentals,21 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SYRTCKbI1Nktr8,C030qso25,3325467405
escolaelscingles.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SUje8FITrTqKSg,C02vumf1f,3354862594
escolaelsconvents.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sm60vj6Q3OWpas,C023zacw8,3329082389
escolaelsllorers.cat,-,-,-,-,-,-,0,0,S5bICg4i23MMz8,C039pmnk8,-
escolaelspicots.cat,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SBxok2cIZ7f2mX,C03wstm33,3354602194
escolaelspins.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SZ55wzwdDI96eI,C030qoeug,3354592826
escolaeltemple.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,ShMfMhwzWQI0r8,C04cnh0ql,3326072467
escolaelvinyet.cat,Google Workspace,Google Workspace for Education Fundamentals,8 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SC5wKHmQtv8tK3,C00ns00vy,3374786413
escolaelviracuyas.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SgW9R11sgr7c6v,C043tpwok,3354687741
escolaelviver.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Si9Ku6xjsUBU2f,C03hom7ol,3345766633
escolaemiliteixidor.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SIb7r40VaWg4O5,C00qqbfto,3325960229
escolaeulaliabota.cat,-,-,-,-,-,-,0,0,Sc5qCjUeRsCNxD,C00wdw7p4,-
escolafabra.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SO8omf7BEbxYwR,C043bfw67,3325948150
escolafarigola.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SGDoAj6o0T4Aza,C00t337tw,3325830467
escolaferreriguardia.net,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SQyQTbjQ4qAOXb,C02cporlm,3352006911
escolafmacia.cat,Google Workspace,Google Workspace for Education Fundamentals,25 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S3IKjuBnZN0Fmb,C031o2cah,3336374766
escolafontfargas.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,STk81DjSYt9Zq7,C02gdtl35,3345492514
escolafortiasola.cat,Google Workspace,Google Workspace for Education Fundamentals,10 de diciembre de 2021,Activa,Free Plan,-,0,2000000,ShQvmEcRjjQAEz,C048ca9dv,3378326304
escolafortpienc.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S6q8gLmPqwUUzn,C01mufo17,3351155510
escolafrancescotonucci.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SfXhZhaYpO1Rbq,C0220gohr,3354799634
escolagalileogalilei.cat,Google Workspace,Google Workspace for Education Fundamentals,7 de noviembre de 2022,Activa,Free Plan,-,0,2000000,Sf6nHZhJZhD9M4,C012v6u5s,4569002092
escolagarigot.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SyXobr6tjqkE9o,C02i0h6ab,3324665130
escolagarona.com,Google Workspace,Google Workspace for Education Fundamentals,9 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S8cVqP6TwJI9tc,C01rsj9b0,3378196443
escolagaspar.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SWZp2wzkCwLgvw,C04b0dc24,3326120636
escolagironella.cat,Google Workspace,Google Workspace for Education Fundamentals,13 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SMu3idN5C42aFg,C00jg3a1u,3389366403
escolagora.cat,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SJO5ESlyhM4SYg,C021j1tk8,3394104523
escolagueraudepeguera.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SotZLIjzESb07y,C04h6o4ur,3333133416
escolaguialbes.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SlUPf97M4RYy12,C03cijc5z,3325946142
escolaguinovart.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S3qK3MbqLLscQm,C0155yv0e,3332918713
escolahortavella.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SIsKbcHebc45AK,C01050gkw,3351983132
escolaignasiiglesias.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S1YTY63KDRnnwn,C04g5lomp,3354659689
escolaitacabcn.cat,Google Workspace,Google Workspace for Education Fundamentals,7 de noviembre de 2022,Activa,Free Plan,-,0,2000000,SCOvsvg7mkAZee,C03vbs0f7,4568964048
escolajaume1.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SnzHad9CblFF6x,C01fkfckg,3353325980
escolajaume1r.cat,-,-,-,-,-,-,0,0,SYAi9nSvyvbNFt,C04fkxf8s,-
escolajaumebalmes.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SP5TTPgCgAeDLU,C036fd47r,3325960285
escolajave.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sp6vCiX9oWL0wL,C012w7fag,3326145653
escolajjrafols.cat,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SNqTYNpj8RqC7G,C01051pvm,3397910572
escolajoancasas.cat,-,-,-,-,-,-,0,0,SzvIhgXt3e8BwB,C03e6mxuj,-
escolajoanmiro.cat,Google Workspace,Google Workspace for Education Fundamentals,17 de noviembre de 2020,Activa,Free Plan,-,0,2000000,SJhkFna0HjYeqS,C02ugkycw,2183873009
escolajoansalamero.org,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sl8Ys53f9n9SAd,C026dzoi9,3332897975
escolajoaquimruyra.com,Google Workspace,Google Workspace for Education Fundamentals,7 de diciembre de 2020,Activa,Free Plan,-,0,2000000,SmvJPxMEM0tzAa,C00yaw4xh,2261465398
escolajoaquimvallmajo.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SLTsv9FWJXwM6M,C01xuvn8h,3325622070
escolajoseechegaray.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SZwmuXN8mVExHT,C04d6lfqc,3352082579
escolajosepcarner.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SydpOJ0fmf7BjO,C00ikrti3,3332655909
escolajosepmadrenys.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S336sope1kUj4R,C02jfcqnh,3354214121
escolajujol.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SVZeNAIOmMTwb9,C0188x6eh,3345249731
escolajverdaguer.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S7imd0pgAlurDi,C02iijhjf,3354643239
escolalabranca.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SW7ocfyamhIlNR,C00n8qc21,3332706332
escolalacustaria.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SN9M6g5g3Jb52N,C00ix0f6t,3327885806
escolalafarga.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SVL5zIkCxxEGXd,C01cgy1h5,3354767802
escolalagulla.com,Google Workspace,Google Workspace for Education Fundamentals,19 de enero de 2021,Activa,Free Plan,-,0,2000000,SrM8O3PaqYansG,C02urgfxf,2391895563
escolalalbiol.cat,Google Workspace,Google Workspace for Education Fundamentals,30 de noviembre de 2021,Activa,Free Plan,-,0,100000,SGDUtqAC6Ap9tc,C01lrxfai,3348500906
escolalalzina.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SoOCsOG1DkDnPw,C029uic0o,3325976389
escolalanoguera.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Snidbu6q9JjGFS,C029340fc,3326012672
escolalapau.com,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SUk62Y2Ol4IRCl,C032lhgqr,3351655746
escolalarrabassada.org,Google Workspace,Google Workspace for Education Fundamentals,15 de septiembre de 2022,Activa,Free Plan,-,0,2000000,SUNWB8JcKEy4BF,C022jk33n,4405170894
escolalaserreta.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SxGoIto0VHW0bQ,C0410br0e,3326050991
escolalasinia.com,-,-,-,-,-,-,0,0,S1gOUVZMl0pbyX,C02rhok3n,-
escolalatorre.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SgVpPCNuB8V8yh,C01ehymns,3326030315
escolalavila.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SSckom36vjYYLs,C00zdf6si,3351771574
escolalavinia.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SYVoC45m1ywo45,C02a1ee4t,3325866554
escolalentorn.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SPcQqK7tOHPtXb,C03xftcer,3329443537
escolalesllisses.cat,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SSXi5lAkvFuJmv,C04d1ujkh,3397989946
escolalesmelies.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SqUyen4fq4tMkm,C040v5vjr,3328770136
escolalesplanes.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,ShZq69FCIxk5Me,C04i62fej,3325795782
escolalesqueix.cat,Google Workspace,Google Workspace for Education Fundamentals,26 de enero de 2022,Activa,Free Plan,-,0,2000000,SMpvrDtLtGiRIF,C00n2cbci,3508738724
escolalesroquesblaves.cat,Google Workspace,Google Workspace for Education Fundamentals,12 de enero de 2022,Activa,Free Plan,-,0,2000000,SgHBLEUdJoq0wh,C03bpxkwl,3468259826
escolallado.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SGTMaHGnzUo3p9,C0355yp06,3326087976
escolalldn.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SCHPaWPXinIYsl,C039os60x,3333175959
escolallebetx.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S4kLvxl9ip8RVG,C0376x425,3325856399
escolalledoner.com,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S4Wkxu0idoesm3,C02d9ckz2,3395038686
escolalloriana.cat,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SH8vIyJaqzkk1P,C02xtlgv3,3398266809
escolallucanes.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SHmkrGZJNzFkEx,C01l4qwkx,3345578022
escolalluismillet.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sv0CODxqvPRThx,C00lbxz0e,3345683942
escolalluisvivesbcn.cat,-,-,-,-,-,-,0,0,Sca2DckW3qdEyd,C01m08fzp,-
escolalolaanglada.cat,Google Workspace,Google Workspace for Education Fundamentals,16 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sus54saABTGxXU,C01r8ya5k,3398075776
escolalolivera.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S9rcEyk9M34JCm,C00v4618b,3325743097
escolamagimorera.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SJsHjo6RgyUALA,C01ky4yhz,3326136370
escolamallorca.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S2KP4kx5DM5IYa,C0428177g,3326108228
escolamargallo.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sdwvz7kYICgpYh,C03rtv381,3329281081
escolamariabores.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SZaU2SmBa3oWwM,C04iaz5px,3326336695
escolamariamanent.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S5Z8EoUU1or9c7,C02og2a6o,3332927560
escolamarinada.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SmFeiGt3SeKKdJ,C04d419t1,3345407380
escolamartamatagirona.net,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S1dCFMmOMDpoE6,C0299q1f2,3325967283
escolamasprats.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SkDNyU0X2UvX6c,C02iji3vb,3333275668
escolamatagalls.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S6Lr18u5T9FMXD,C02iokobj,3332673202
escolamcinto-poblesec.cat,Google Workspace,Google Workspace for Education Fundamentals,17 de noviembre de 2020,Activa,Free Plan,-,0,2000000,SNS9q0NT7C1MdG,C01k7o3qw,2183681894
escolamediterrania.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SVE2Tsr4GxSNYj,C02wkgbuv,3326235841
escolamediterraniaroquetes.cat,-,-,-,-,-,-,0,0,SdxAEojVRbcip2,C0269kkap,-
escolamestremorera.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SiD1RLDhSkFaq4,C043qb2nn,3325772851
escolamilaifontanals.cat,Google Workspace,Google Workspace for Education Fundamentals,11 de diciembre de 2020,Activa,Free Plan,-,0,2000000,Sif0F0dhqDIixf,C04afvirl,2278832173
escolaminerva.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S0TFzwW4h8lPHD,C03z5w3c6,3351838179
escolamiquelutrillo.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SHtBLUd0vJ1Vw7,C01cjt6a3,3351788347
escolamiramar.org,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,ScjseNABcDmDtY,C01q7rvip,3351919436
escolamisericordia.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SevOf0k0mhcZyB,C042vzg86,3326176441
escolamonsenyorgibert.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S7PEQhRj9NxZWC,C0473y6qb,3324582115
escolamontessori.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SyNbHfEhSPaH38,C02klksvi,3326120458
escolamontfalgars.com,Google Workspace,Google Workspace for Education Fundamentals,2 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SOGxf8nfPILFYA,C03bdixt8,3354450354
escolamontjuic.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S2mwfpbWdLhWxK,C01dr9xfi,3333172029
escolamontsagre.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Shz8YJWcaInILt,C01not418,3325946524
escolamontserratina.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SubELRwBJAS700,C00vnf9z1,3325894134
escolanadal.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S11MHUg6MhofOR,C0308ljw5,3326270088
escolanostrallar.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SwtanjoXT3ndg0,C04dzopkc,3358554667
escolantaviana.org,Google Workspace,Google Workspace for Education Fundamentals,13 de enero de 2021,Activa,Free Plan,-,0,2000000,SByVN76PG1twax,C01arast3,2370091208
escolaolivar.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S1U0uei5MFCAnD,C00l664nc,3345062498
escolaolivera-santcugat.cat,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SRRcPp0TLaroW1,C01w9zret,3328913629
escolaolivera.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SNWZJ7dFrzFHc5,C01bkb1v7,3354984631
escolaolost.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S31T1JOZw7CEoy,C031bu85r,3326207007
escolaorrius.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,ScaaUAFBW3r3sn,C021k4gfu,3352178480
escolaparcdelaigua.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SNwqraakD3qYnx,C01rg8g63,3333054119
escolaparcdelesaigues.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sm1BDMO0A1rQPT,C00jlrh2p,3324669174
escolaparcdelsaladar.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SIx6JM6Cp0av0g,C00okluch,3325757110
escolaparellada.com,Google Workspace,Google Workspace for Education Fundamentals,8 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S1tcWxq1WIxbpx,C04dw9e0y,3375225711
escolapaucasals.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SLy9Nl926vCsWw,C03tn69nt,3326107605
escolapaucasalsrubi.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SzgleUWtlfgMQm,C02smpd4v,3333010462
escolapauvilahospitalet.cat,-,-,-,-,-,-,0,0,SsQBKvyDvUoO5O,C03w24wwr,-
escolapdr.com,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,Sm83v34R9hxr86,C00xlbsit,3328862744
escolapedralta.cat,Google Workspace,Google Workspace for Education Fundamentals,14 de diciembre de 2021,Activa,Free Plan,-,0,2000000,S0hQZwLUMpUv8x,C01gist7f,3390826103
escolaperamas.com,Google Workspace,Google Workspace for Education Fundamentals,23 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SDzglzHnN4DGaU,C04k9keko,3329210152
escolapererossello.cat,-,-,-,-,-,-,0,0,SQFKwW1agGXbcd,C013bbtt3,-
escolaperevila.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SQBXTdQIM5hcEn,C02rbecmi,3326378142
escolaperezsala.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SKNUNEGuVZ8D1S,C01xt3u3u,3345006327
escolapirineu.com,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SYCksmlBQpW7eL,C0129mb2v,3325735108
escolapitroig.cat,Google Workspace,Google Workspace for Education Fundamentals,18 de enero de 2022,Activa,Free Plan,-,0,2000000,SbsliaicjV4dZL,C00obvque,3483259471
escolapiverd.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SptPjIfFpUHQLp,C00vsf3vm,3345742469
escolapladedalt.cat,Google Workspace,Google Workspace for Education Fundamentals,3 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SFwSTTRikxUzCD,C03qc4kqy,3358008287
escolapladelesvinyes.cat,Google Workspace,Google Workspace for Education Fundamentals,2 de mayo de 2022,Activa,Free Plan,-,0,2000000,SyyyXKX12YHFhO,C03r708ra,3811993147
escolaplademar.cat,Google Workspace,Google Workspace for Education Fundamentals,18 de octubre de 2022,Activa,Free Plan,-,0,2000000,Ska0F7jpIoXaw4,C04e1ypwq,4506781531
escolapompeufabra.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Sae66ffrOGZnlT,C01ap6ws9,3351998112
escolapous.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SdRotVrNpfQALW,C01ya1vbt,3326059332
escolapractiquesbcn.cat,Google Workspace,Google Workspace for Education Fundamentals,29 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SsEFVkHDiH0lFv,C01y1weom,3345494634
escolaprim.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,S7w2TwBUfMmZe5,C03cdemec,3326119523
escolaprovencals.cat,Google Workspace,Google Workspace for Education Fundamentals,1 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SOUUVTEP7eZzYW,C03uobe97,3351194416
escolaptorrent.cat,Google Workspace,Google Workspace for Education Fundamentals,24 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SnjVBw49TAw5iR,C01kscjnb,3332438563
escolapuigdrau.cat,Google Workspace,Google Workspace for Education Fundamentals,15 de diciembre de 2021,Activa,Free Plan,-,0,2000000,Szy5PTZhVhfZNG,C0462l7qi,3394891070
escolaquermany.cat,Google Workspace,Google Workspace for Education Fundamentals,10 de diciembre de 2021,Activa,Free Plan,-,0,2000000,SZnDgsPSphRNRn,C020b3cmh,3378835539
escolaramonbergada.cat,Google Workspace,Google Workspace for Education Fundamentals,22 de noviembre de 2021,Activa,Free Plan,-,0,2000000,SErB3OEBTFUN8d,C01xkde6d,3325655954
